color;player name;platform;player id;car id;car name;game duration;score;goals;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken;result;source_file
blue;CabbageConsumer1;Epic;58c8c7cd36cc46acaeb808550a820c70;23;Octane;384;1042;6;0;9;3;3;3;66.67;457;52.15;2743;2241;502;30;49;794;601;193;8;19;54.17;32.72;429;589;109;1562;541613;164.37;43.16;157.29;41.3;59.15;15.53;224.43;58.93;150.12;39.42;6.26;1.64;4.94;0.09;55;348.0;348.0;1622;1440;1808;304.08;79.85;76.73;20.15;219.47;57.63;161.33;42.37;157.12;41.26;119.06;31.26;104.63;27.48;0;1;winner;d346fe18-db4f-443a-af94-9e35ba21d4a0-players.csv
orange;rock.;Epic;8d011522769c4a60b95657a8b7fb775f;23;Octane;384;643;3;1;3;9;6;6;100.0;358;42.63;2207;1577;630;19;55;606;383;223;5;19;49.98;30.69;150;322;116;1448;502271;194.35;50.9;150.26;39.35;37.22;9.75;205.15;53.73;164.05;42.96;12.63;3.31;5.44;0.13;41;348.1;348.1;1875;1380;2438;245.35;64.26;136.48;35.74;234.68;61.46;147.15;38.54;175.17;45.88;118.38;31.0;88.28;23.12;1;0;loser;d346fe18-db4f-443a-af94-9e35ba21d4a0-players.csv
blue;Yugi;Epic;c829dc79e6ae4e7bb8a2d64a76c5ee54;4284;Fennec;346;1323;6;3;12;6;2;2;50.0;463;50.65;2407;1966;441;28;38;832;667;165;8;14;22.96;42.43;402;814;132;1462;460646;177.33;51.34;110.66;32.04;57.4;16.62;188.1;54.46;142.3;41.2;15.0;4.34;7.91;0.12;68;313.2;313.2;1483;1229;1820;281.39;81.47;64.01;18.53;203.78;59.0;141.61;41.0;147.21;42.62;99.2;28.72;98.99;28.66;1;0;winner;d3cd1036-6b2f-4056-a96f-13fe2a0676ba-players.csv
orange;YT7Chuy13;Steam;76561198244672914;4284;Fennec;346;799;2;4;6;12;6;6;33.33;423;41.74;2500;1866;634;22;50;714;527;187;6;16;51.47;26.6;572;223;19;1467;457370;175.43;51.26;108.46;31.69;58.37;17.05;209.84;61.31;125.81;36.76;6.61;1.93;9.27;0.15;63;313.2;313.2;1444;945;1713;242.29;70.79;99.97;29.21;210.76;61.58;131.5;38.42;155.39;45.4;100.11;29.25;86.76;25.35;0;1;loser;d3cd1036-6b2f-4056-a96f-13fe2a0676ba-players.csv
blue;Thorf1n3;Epic;e74a2487fe8e427a81c575900c22de14;4284;Fennec;340;502;2;1;8;13;9;9;25.0;420;30.08;2059;1380;679;15;60;338;100;238;1;21;81.48;22.0;551;120;0;1569;464471;149.65;44.39;123.08;36.51;64.42;19.11;176.45;52.34;148.01;43.9;12.69;3.76;3.13;0.05;57;296.2;296.2;1770;1259;2107;214.43;63.6;122.72;36.4;225.59;66.91;111.56;33.09;160.89;47.72;115.5;34.26;60.76;18.02;1;0;loser;d3fbd40a-c039-4a2c-967e-205a5dff882f-players.csv
orange;XYPHET;Steam;76561198034113440;4284;Fennec;340;1654;9;5;13;8;2;2;69.23;451;40.8;2558;1921;637;23;57;807;555;252;6;22;48.99;30.28;280;374;44;1603;472560;142.07;42.3;126.84;37.76;66.99;19.94;150.51;44.81;167.57;49.89;17.82;5.31;4.34;0.09;50;296.1;296.1;1884;1785;2012;285.96;85.13;49.94;14.87;196.04;58.36;139.86;41.64;133.32;39.69;124.66;37.11;77.91;23.2;0;1;winner;d3fbd40a-c039-4a2c-967e-205a5dff882f-players.csv
blue;lor1705;PS4;lor1705;23;Octane;130;248;1;1;2;4;3;3;50.0;382;42.04;761;587;174;6;15;24;0;24;0;2;27.87;13.69;80;12;0;1397;156194;68.24;53.52;47.57;37.31;11.69;9.17;68.76;53.93;54.01;42.36;4.73;3.71;1.26;0.25;5;112.9;112.9;2224;2195;2216;92.34;72.42;35.17;27.58;94.32;73.98;33.18;26.02;73.47;57.62;42.5;33.33;11.53;9.04;0;1;loser;d4cf0fc0-3086-4b0a-9bde-fb1d3c2c6bc8-players.csv
orange;357;Epic;a4dfac0d3e21490288248d4a95fae41c;4284;Fennec;130;459;3;0;4;2;1;1;75.0;443;42.87;956;732;224;8;21;301;197;104;2;10;11.67;10.84;41;68;2;1382;159008;77.87;59.58;36.42;27.87;16.41;12.56;69.03;52.81;56.74;43.41;4.94;3.78;4.66;0.14;33;113.0;113.0;1759;1414;2026;102.04;78.07;28.67;21.93;70.61;54.02;60.09;45.98;51.33;39.27;38.18;29.21;41.19;31.51;1;0;winner;d4cf0fc0-3086-4b0a-9bde-fb1d3c2c6bc8-players.csv
blue;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;364;564;2;0;7;5;4;4;28.57;441;52.23;2717;2049;668;27;58;737;521;216;7;19;37.03;42.26;390;603;178;1517;505693;159.96;44.39;145.53;40.39;54.83;15.22;197.64;54.85;156.0;43.3;6.67;1.85;4.38;0.14;31;338.1;338.1;1689;1331;2104;247.65;68.73;112.67;31.27;209.44;58.13;150.88;41.87;134.76;37.4;125.79;34.91;99.76;27.69;0;1;loser;d5e54812-d4b0-4b14-8937-42ef567c500e-players.csv
orange;GabeGowski;PS4;GabeGowski;30;Merc;364;743;4;0;5;7;2;2;80.0;326;45.33;1918;1360;558;17;48;412;221;191;4;16;51.02;34.12;405;341;178;1342;448771;216.76;59.62;116.44;32.03;30.39;8.36;246.64;67.83;111.57;30.69;5.38;1.48;5.66;0.28;20;337.8;337.8;1802;1530;2040;294.59;81.02;68.99;18.98;247.49;68.07;116.09;31.93;168.13;46.24;124.68;34.29;70.78;19.47;1;0;winner;d5e54812-d4b0-4b14-8937-42ef567c500e-players.csv
blue;Myrskadi;Epic;8a7bc155eb3b41098225550accc850ce;4284;Fennec;369;554;2;2;3;8;5;5;66.67;356;39.04;1802;1105;697;13;62;441;165;276;2;25;44.34;25.85;361;85;40;1425;463102;180.35;50.63;150.09;42.13;25.79;7.24;222.65;62.5;130.46;36.62;3.13;0.88;6.01;0.14;44;343.1;343.1;2194;1746;2517;257.55;72.3;98.69;27.7;212.39;59.62;143.84;40.38;156.18;43.84;111.9;31.41;88.16;24.75;0;4;loser;d6f820ee-0575-4d8d-bd0a-6af9d016e225-players.csv
orange;AW734;Epic;01cc5cdc668b4fc883e23306889ba7f5;23;Octane;369;925;5;1;8;3;2;2;62.5;469;51.33;2813;2301;512;31;47;718;492;226;6;21;25.32;58.91;334;807;107;1437;485840;188.27;51.26;145.29;39.56;33.71;9.18;226.22;61.59;132.29;36.02;8.77;2.39;2.77;0.15;18;339.2;339.2;1662;1231;2211;254.5;69.29;112.78;30.71;225.18;61.31;142.1;38.69;169.2;46.07;110.23;30.01;87.85;23.92;4;0;winner;d6f820ee-0575-4d8d-bd0a-6af9d016e225-players.csv
blue;DidyTiklClub;XBox;163e4098ff010900;23;Octane;395;819;4;1;6;7;5;5;66.67;424;46.76;2478;2038;440;25;39;793;652;141;7;13;45.5;59.57;216;487;63;1472;517597;200.58;51.33;144.56;36.99;45.65;11.68;211.64;54.16;160.99;41.2;18.16;4.65;7.29;0.09;79;369.9;369.9;1618;1208;2123;274.25;70.18;116.54;29.82;215.63;55.18;175.16;44.82;153.24;39.21;129.54;33.15;108.01;27.64;0;1;loser;d77dba3e-220e-40ba-a47b-a262e3840cd8-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;395;996;5;2;7;6;4;4;71.43;356;45.94;2532;1769;763;23;70;556;294;262;5;24;46.04;46.32;327;505;156;1479;526649;196.48;49.78;145.55;36.88;52.63;13.34;213.88;54.19;168.98;42.82;11.8;2.99;5.98;0.17;35;358.5;358.5;2212;1617;2681;283.66;71.87;111.0;28.13;247.37;62.68;147.29;37.32;183.29;46.44;121.24;30.72;90.13;22.84;1;0;winner;d77dba3e-220e-40ba-a47b-a262e3840cd8-players.csv
blue;GriddyJeff18;PS4;GriddyJeff18;23;Octane;401;1208;6;4;7;9;4;4;85.71;452;43.25;2661;2200;461;25;41;414;287;127;3;12;49.23;48.45;382;305;16;1414;503598;216.86;54.2;136.59;34.14;46.69;11.67;210.83;52.69;171.02;42.74;18.3;4.57;9.1;0.2;46;360.3;360.3;1915;1600;2231;306.06;76.49;94.08;23.51;260.61;65.13;139.54;34.87;185.57;46.38;138.64;34.65;75.94;18.98;0;0;winner;d812fcb0-a05c-41d1-b923-0612bfef61cf-players.csv
orange;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;401;843;4;1;9;7;6;6;44.44;430;48.51;2869;2175;694;28;65;825;511;314;7;29;35.13;49.61;264;386;160;1530;549517;183.41;45.83;167.39;41.83;49.41;12.35;219.56;54.86;173.05;43.24;7.6;1.9;7.12;0.18;40;360.0;360.0;2058;1718;2388;273.77;68.4;126.45;31.6;223.22;55.78;176.99;44.22;150.41;37.58;143.02;35.74;106.78;26.68;0;0;loser;d812fcb0-a05c-41d1-b923-0612bfef61cf-players.csv
blue;iikorxio;Epic;5f306814d12242e3ae6b27f2643780f3;23;Octane;311;1000;5;2;11;5;2;2;45.45;498;37.99;2405;1869;536;22;48;762;542;220;7;21;45.42;19.1;390;185;74;1577;441836;134.41;43.26;119.11;38.34;57.16;18.4;175.58;56.52;127.14;40.92;7.95;2.56;9.66;0.16;60;281.5;281.5;1901;1716;2131;242.47;78.04;68.21;21.96;179.11;57.65;131.57;42.35;122.18;39.33;97.33;31.33;91.17;29.35;0;0;winner;d8af84cb-28de-479e-b406-94ba58ef6415-players.csv
orange;wDeDiiTy;Epic;2ad74fe0912c45ddbbb750cacf8ebe39;23;Octane;311;821;2;5;5;11;5;5;40.0;454;42.14;2323;1860;463;23;41;708;488;220;6;19;42.89;17.42;242;373;111;1542;429980;148.3;47.82;109.66;35.36;52.13;16.81;149.21;48.12;147.53;47.58;13.34;4.3;4.62;0.09;53;281.5;281.5;1795;1523;2016;208.53;67.25;101.56;32.75;192.49;62.08;117.6;37.92;135.83;43.8;109.4;35.28;64.86;20.92;0;0;loser;d8af84cb-28de-479e-b406-94ba58ef6415-players.csv
blue;Dracolord93;Steam;76561198042562698;23;Octane;390;847;4;1;10;7;5;5;40.0;391;48.8;2497;1943;554;25;52;636;403;233;5;22;57.02;47.62;347;564;96;1495;524202;195.11;50.01;143.55;36.8;51.45;13.19;233.71;59.91;138.46;35.49;17.93;4.6;7.52;0.12;64;353.7;353.7;1698;1282;2143;270.33;69.3;119.77;30.7;247.11;63.35;142.99;36.65;174.54;44.74;117.87;30.22;97.69;25.04;0;0;loser;d90e6082-84ff-4ef1-9279-dc6b783a5b98-players.csv
orange;Speedy Gonzlez;Epic;99457feb0e6a48caa284b2e321784b1b;4284;Fennec;390;970;5;3;7;10;4;4;71.43;456;46.02;2858;2174;684;27;62;1121;819;302;10;26;57.67;52.15;356;550;180;1487;523131;204.5;52.44;126.23;32.37;59.21;15.18;197.27;50.59;170.29;43.67;22.38;5.74;10.7;0.24;45;353.9;353.9;1740;1128;2308;286.45;73.46;103.49;26.54;216.82;55.6;173.12;44.4;170.25;43.66;105.1;26.95;114.6;29.39;0;0;winner;d90e6082-84ff-4ef1-9279-dc6b783a5b98-players.csv
blue;peiporecapapu333;Epic;68386842fed544a991a7a1c39705d679;4284;Fennec;410;1058;6;1;10;7;5;5;60.0;372;35.96;2393;1825;568;19;49;504;300;204;3;17;105.88;27.7;89;74;0;1435;521339;216.79;53.01;158.78;38.82;33.41;8.17;231.32;56.56;166.84;40.79;10.83;2.65;3.6;0.11;33;369.7;369.7;1951;1676;2153;317.61;77.66;91.38;22.34;224.34;54.85;184.65;45.15;156.69;38.31;144.09;35.23;108.21;26.46;0;0;winner;d9c2165b-7c90-40fd-bfd1-f16e6a5ecf34-players.csv
orange;ImNewToThis25;Epic;25d6236182ed43f4b54e532641049841;4284;Fennec;410;1119;5;4;7;10;6;6;71.43;406;47.64;2462;1932;530;27;48;400;308;92;4;8;40.52;48.75;449;639;0;1395;505690;229.4;56.07;139.43;34.08;40.31;9.85;250.5;61.23;138.74;33.91;19.9;4.86;11.09;0.18;60;365.6;365.6;1647;1270;2069;304.55;74.44;104.58;25.56;261.07;63.81;148.07;36.19;203.45;49.73;118.38;28.93;87.31;21.34;0;0;loser;d9c2165b-7c90-40fd-bfd1-f16e6a5ecf34-players.csv
blue;turbotoilet12341;Epic;3bcda9c6cc7741e5ba70cf9358e4cbcb;23;Octane;380;1464;6;6;5;10;2;2;120.0;363;46.06;1901;1436;465;17;39;141;0;141;0;12;51.61;24.53;54;266;3;1360;464861;213.11;56.59;124.47;33.05;39.03;10.36;184.46;48.98;175.82;46.68;16.33;4.34;4.31;0.14;31;346.9;346.9;1461;1306;1685;305.15;81.02;71.47;18.98;252.66;67.09;123.96;32.91;188.61;50.08;113.6;30.16;74.41;19.76;1;1;winner;db1e56a3-1112-4e6c-8e66-637355b83a40-players.csv
orange;berfy.;Epic;e4fe5e0c98644213ad6213f802a53989;23;Octane;380;554;2;0;10;5;6;6;20.0;486;44.69;2947;2144;803;28;70;658;292;366;4;32;34.66;33.57;269;601;113;1550;530943;176.76;46.95;135.98;36.11;63.78;16.94;202.52;53.79;159.54;42.37;14.46;3.84;10.96;0.09;117;346.8;346.8;1523;1180;1591;270.09;71.73;106.43;28.27;217.32;57.72;159.2;42.28;142.23;37.78;132.16;35.1;102.12;27.12;1;1;loser;db1e56a3-1112-4e6c-8e66-637355b83a40-players.csv
blue;PR_Ray16;PS4;PR_Ray16;4284;Fennec;209;519;3;0;4;0;0;0;75.0;460;48.45;1498;1147;351;13;24;200;110;90;2;8;18.95;16.42;225;161;89;1472;279379;91.57;43.73;83.39;39.83;34.42;16.44;112.01;53.5;76.53;36.55;20.84;9.95;1.49;0.08;18;195.3;195.3;1202;977;1470;161.9;77.32;47.48;22.68;105.17;50.23;104.21;49.77;62.58;29.89;79.74;38.08;67.06;32.03;0;0;winner;dba74654-a6bc-4962-a1d6-2c6613b7f6aa-players.csv
orange;Stone;Steam;76561198381551385;4284;Fennec;209;112;0;1;0;4;3;3;0.0;431;43.25;1420;985;435;11;33;72;0;72;0;6;27.5;13.6;145;14;0;1361;227180;127.93;61.11;60.01;28.66;21.42;10.23;115.55;55.19;85.87;41.02;7.94;3.79;6.69;0.12;55;195.3;195.3;1829;875;2246;163.02;77.87;46.34;22.13;173.43;82.84;35.93;17.16;137.6;65.72;63.62;30.39;8.14;3.89;0;0;loser;dba74654-a6bc-4962-a1d6-2c6613b7f6aa-players.csv
blue;vr8m;Steam;76561199062840258;4284;Fennec;408;817;4;1;10;8;7;7;40.0;516;48.5;3391;2766;625;32;55;677;534;143;6;12;56.21;47.67;180;341;0;1555;558631;181.94;45.11;160.43;39.78;60.93;15.11;175.28;43.46;196.19;48.65;31.83;7.89;9.24;0.09;100;363.2;363.2;1622;1251;1972;304.45;75.49;98.86;24.51;284.86;70.63;118.44;29.37;194.02;48.11;141.87;35.18;67.42;16.72;2;1;loser;dc0db046-38b1-4e07-b41c-56443820d440-players.csv
orange;Anthonyyy1_;Epic;0bf04ff18c86421b85e47c1d71802e84;4284;Fennec;408;1409;7;5;8;10;4;4;87.5;394;46.48;2521;2020;501;24;48;216;100;116;1;14;55.38;58.81;254;426;30;1459;515964;211.65;53.07;133.64;33.51;53.53;13.42;203.52;51.03;174.39;43.73;20.91;5.24;4.35;0.11;38;363.3;363.3;1682;1330;1872;321.93;80.72;76.89;19.28;252.17;63.23;146.65;36.77;175.09;43.9;141.23;35.41;82.5;20.69;1;2;winner;dc0db046-38b1-4e07-b41c-56443820d440-players.csv
blue;Retro;Steam;76561198309979932;4284;Fennec;399;1134;5;3;13;10;4;4;38.46;429;51.66;2878;2224;654;31;64;660;449;211;7;19;15.77;46.75;298;592;113;1427;501436;212.92;54.66;130.0;33.38;46.59;11.96;220.99;56.74;147.94;37.98;20.57;5.28;7.08;0.12;60;361.9;361.9;1373;1046;1681;315.26;80.94;74.25;19.06;216.47;55.57;173.04;44.43;157.4;40.41;121.03;31.07;111.08;28.52;1;3;winner;ddb0d33d-e7eb-4070-a136-c0ce3e1db559-players.csv
orange;C a b r a R D;Epic;7ab6c0619bd743378b4171eca117f858;4284;Fennec;399;1183;4;5;10;13;5;5;40.0;444;43.65;2690;2191;499;27;47;577;403;174;6;16;54.28;36.38;212;514;196;1497;534260;197.72;49.99;134.18;33.92;63.65;16.09;171.67;43.4;200.05;50.58;23.82;6.02;5.38;0.09;61;365.6;365.6;1397;1014;1758;315.32;79.72;80.23;20.28;274.66;69.44;120.89;30.56;212.18;53.64;109.08;27.58;74.29;18.78;3;1;loser;ddb0d33d-e7eb-4070-a136-c0ce3e1db559-players.csv
blue;equalstage;Epic;276991630bc14f32b4296dd940635639;23;Octane;402;1002;4;3;7;10;6;6;57.14;505;44.57;3297;2718;579;34;52;604;415;189;7;17;58.35;24.95;352;185;109;1493;532574;200.47;50.28;139.77;35.05;58.49;14.67;235.94;59.17;155.65;39.04;7.14;1.79;10.91;0.12;88;361.5;361.5;1634;1367;1898;316.75;79.44;81.98;20.56;240.73;60.37;158.0;39.63;168.39;42.23;137.32;34.44;93.02;23.33;0;1;loser;de9fb92a-a160-47bb-a21b-6952fab1a3bc-players.csv
orange;Makima on Top0;Epic;d4c6a3c4fc4046bd84d4bd6e81599d08;4284;Fennec;402;1178;6;3;10;7;4;4;60.0;389;46.98;2664;1975;689;26;61;488;267;221;4;21;24.46;47.55;191;636;141;1409;504201;229.51;57.34;117.48;29.35;53.26;13.31;231.95;57.95;158.22;39.53;10.08;2.52;8.41;0.11;79;361.6;361.6;1391;1173;1588;307.49;76.82;92.77;23.18;266.48;66.58;133.77;33.42;173.4;43.32;136.89;34.2;89.96;22.48;1;0;winner;de9fb92a-a160-47bb-a21b-6952fab1a3bc-players.csv
blue;vr8m;Steam;76561199062840258;4284;Fennec;358;602;2;1;7;6;5;5;28.57;499;51.73;2810;2452;358;29;33;900;716;184;9;17;45.57;60.2;278;441;167;1298;423097;220.1;62.36;99.38;28.16;33.46;9.48;179.12;50.75;135.25;38.32;38.57;10.93;8.7;0.14;62;332.9;332.9;1146;691;1919;247.77;70.2;105.18;29.8;179.14;50.76;173.81;49.24;121.26;34.36;114.04;32.31;117.65;33.33;0;1;loser;e0376cb4-dead-4473-8ca6-4cc6490c17e3-players.csv
orange;ShadoWarden 179;XBox;0733d3edf7010900;4284;Fennec;358;924;5;3;6;7;2;2;83.33;365;53.04;1941;1452;489;19;43;253;73;180;1;16;25.51;31.55;43;456;28;1306;429581;207.71;58.49;120.51;33.93;26.92;7.58;177.44;49.96;162.55;45.77;15.16;4.27;4.35;0.12;36;329.2;329.2;2061;1598;2336;309.67;87.2;45.47;12.8;256.21;72.14;98.93;27.86;195.17;54.96;106.78;30.07;53.19;14.98;1;0;winner;e0376cb4-dead-4473-8ca6-4cc6490c17e3-players.csv
blue;olibraker4000;XBox;dccf7653fc010900;11677;;355;1012;4;3;12;7;2;2;33.33;345;51.23;2021;1290;731;18;61;467;156;311;4;23;47.39;28.91;297;494;243;1557;492320;147.95;42.8;150.45;43.52;47.3;13.68;180.12;52.1;160.91;46.55;4.67;1.35;2.33;0.19;12;329.2;329.2;2012;1437;2661;262.68;75.98;83.02;24.02;199.55;57.72;146.15;42.28;154.28;44.63;91.2;26.38;100.21;28.99;0;3;winner;e0b2e19c-7023-486b-b457-715ec847992a-players.csv
orange;cfinchh;Steam;76561198844682767;23;Octane;355;739;2;2;7;12;4;4;28.57;483;45.7;2676;2012;664;31;62;638;381;257;5;23;53.48;48.17;557;902;118;1534;492214;154.24;43.45;145.47;40.98;55.27;15.57;215.81;60.79;125.96;35.48;13.21;3.72;6.08;0.18;33;333.3;333.3;1990;1475;2445;265.87;74.9;89.11;25.1;224.84;63.34;130.14;36.66;189.07;53.26;77.84;21.93;88.07;24.81;3;0;loser;e0b2e19c-7023-486b-b457-715ec847992a-players.csv
blue;Homer;Steam;76561198448746750;4284;Fennec;349;841;5;0;7;7;7;7;71.43;442;37.79;2188;1641;547;18;49;482;287;195;3;17;41.23;43.23;255;167;12;1586;480940;155.69;44.71;136.33;39.15;56.23;16.15;158.82;45.61;160.83;46.18;28.6;8.21;4.5;0.15;31;301.5;301.5;1694;1226;2072;229.71;65.96;118.54;34.04;206.75;59.37;141.5;40.63;146.68;42.12;112.37;32.27;89.21;25.62;0;0;loser;e12bdb2e-1623-4877-9efd-7c5928586cbe-players.csv
orange;Dunk;Steam;76561198132806827;23;Octane;349;1189;7;2;7;7;5;5;100.0;429;44.04;2538;1741;797;24;74;764;413;351;5;33;24.3;47.37;507;648;97;1589;481051;150.53;43.23;132.61;38.08;65.08;18.69;193.13;55.46;148.09;42.53;7.0;2.01;4.44;0.14;32;301.6;301.6;2065;1742;2374;255.23;73.29;93.0;26.71;210.96;60.58;137.26;39.42;151.94;43.63;120.4;34.58;75.88;21.79;0;0;winner;e12bdb2e-1623-4877-9efd-7c5928586cbe-players.csv
blue;SKKULLY-_-YT;PS4;SKKULLY-_-YT;4284;Fennec;208;995;5;5;7;6;1;1;71.43;380;47.1;1102;861;241;10;22;183;100;83;1;7;47.64;20.84;139;144;0;1426;259505;113.34;55.32;73.26;35.76;18.28;8.92;120.89;59.0;76.04;37.11;7.96;3.89;3.55;0.17;21;184.3;184.3;1722;1464;2132;167.88;81.94;37.0;18.06;125.7;61.35;79.18;38.65;88.85;43.36;66.42;32.42;49.62;24.22;1;1;winner;e1351a97-5ad5-411b-9305-ed67115bf261-players.csv
orange;Tutti077;Steam;76561198071024286;4284;Fennec;208;304;1;1;6;7;5;5;16.67;479;46.89;1464;1121;343;15;26;115;53;62;1;6;14.02;24.39;208;207;0;1499;272074;100.61;49.25;80.57;39.44;23.09;11.3;122.54;59.99;77.34;37.86;4.4;2.15;2.48;0.09;28;184.3;184.3;1514;1042;1823;137.15;67.14;67.12;32.86;132.19;64.71;72.08;35.29;95.94;46.96;67.21;32.9;41.13;20.13;1;1;loser;e1351a97-5ad5-411b-9305-ed67115bf261-players.csv
blue;MKblack_41;Epic;ff47681438de4c97bfd0c330abdf8e2e;4284;Fennec;336;655;3;1;8;4;2;2;37.5;371;46.26;1936;1206;730;16;67;476;200;276;2;24;29.86;24.8;64;306;0;1425;446008;176.98;52.65;122.76;36.52;36.39;10.83;185.63;55.23;142.56;42.41;7.94;2.36;9.02;0.12;74;314.4;314.4;1396;1200;1555;269.41;80.15;66.73;19.85;179.28;53.34;156.85;46.66;128.0;38.08;102.31;30.44;105.82;31.48;1;0;winner;e1d56295-c3cc-4f4f-8c8e-7c8000f3a522-players.csv
orange;TheFlyingBoar;Steam;76561198823369481;403;Dominus;336;659;2;3;4;8;3;3;50.0;509;46.77;2554;2094;460;24;41;628;481;147;5;13;32.94;41.14;118;308;18;1459;452675;167.53;50.29;127.58;38.3;38.0;11.41;146.34;43.93;170.96;51.32;15.81;4.75;6.87;0.11;63;314.3;314.3;1368;908;1891;244.77;73.48;88.34;26.52;207.28;62.23;125.83;37.77;159.05;47.75;88.29;26.5;85.77;25.75;0;1;loser;e1d56295-c3cc-4f4f-8c8e-7c8000f3a522-players.csv
blue;PXRAN0IA;Epic;444f5f162b734876b256065c9415f063;4284;Fennec;433;1591;8;3;13;10;6;6;61.54;552;41.09;3775;3115;660;35;59;946;722;224;8;19;41.56;26.53;521;193;20;1547;563343;193.04;45.96;146.48;34.87;80.5;19.17;202.7;48.26;204.67;48.73;12.67;3.02;11.88;0.1;117;378.1;378.1;1607;1271;1992;295.87;70.44;124.16;29.56;274.63;65.38;145.4;34.62;194.87;46.39;147.69;35.16;77.47;18.44;0;3;winner;e3c8c809-0a4f-4ba8-a0bf-1a2b67cfb0d0-players.csv
orange;Joshmustangrl;Epic;9abb244e63034162a13ce5dad685fdaf;4284;Fennec;433;1285;6;3;10;13;8;8;60.0;465;38.58;3289;2453;836;27;73;881;628;253;7;22;81.61;24.71;418;246;71;1573;589351;200.06;46.36;147.11;34.09;84.37;19.55;218.88;50.72;202.49;46.92;10.17;2.36;6.14;0.09;65;378.2;378.2;1755;1521;1944;325.61;75.45;105.93;24.55;280.72;65.05;150.81;34.95;198.04;45.89;135.37;31.37;98.13;22.74;3;0;loser;e3c8c809-0a4f-4ba8-a0bf-1a2b67cfb0d0-players.csv
blue;Kireina Iro;Epic;a685f532fb8c4d329d44e6986a4fd7a1;4284;Fennec;448;1596;8;5;10;16;11;11;80.0;375;38.98;2765;1953;812;22;70;395;215;180;3;15;28.52;34.01;257;250;85;1571;582616;219.12;49.44;130.24;29.39;93.81;21.17;216.03;48.75;215.52;48.63;11.62;2.62;5.7;0.13;45;377.7;377.7;1939;1579;2228;334.71;75.53;108.46;24.47;310.11;69.98;133.06;30.02;224.7;50.7;142.93;32.25;75.54;17.05;0;2;loser;e3e24ca1-baa4-46db-8062-d2ef4e37f3c5-players.csv
orange;pg;Steam;76561198176515881;23;Octane;448;1789;11;3;16;10;8;8;68.75;446;43.35;3316;2730;586;34;55;781;585;196;8;17;36.58;40.84;272;565;214;1590;596937;207.01;46.4;154.43;34.61;84.73;18.99;231.59;51.91;194.15;43.51;20.43;4.58;12.94;0.12;105;378.0;378.0;1682;1695;1665;359.22;80.51;86.95;19.49;273.64;61.33;172.53;38.67;200.75;45.0;142.26;31.89;103.15;23.12;2;0;winner;e3e24ca1-baa4-46db-8062-d2ef4e37f3c5-players.csv
blue;AyeJoshy;Epic;688ccb8301be4e3b865c1a9fb621a054;4284;Fennec;392;1000;4;3;8;12;5;5;50.0;434;44.85;2787;2241;546;28;49;695;490;205;6;19;36.61;50.48;362;565;109;1556;545117;182.56;47.0;126.66;32.61;79.21;20.39;179.12;46.11;194.1;49.97;15.22;3.92;8.07;0.08;107;355.1;355.1;1709;1398;1881;310.89;80.04;77.54;19.96;229.55;59.1;158.88;40.9;170.01;43.77;122.61;31.57;95.81;24.67;0;1;loser;e41493c6-0aba-4e4f-93d3-fff6d8f49709-players.csv
orange;velorarl;Epic;4d310b523cd3472083ecb6ce1b4ffa8f;23;Octane;392;1195;5;4;12;8;4;4;41.67;456;50.37;2869;2375;494;30;48;600;477;123;5;12;39.91;35.85;96;504;38;1518;536079;186.55;47.65;145.58;37.18;59.4;15.17;173.75;44.38;171.65;43.84;46.13;11.78;7.7;0.09;85;355.0;355.0;1341;1059;1680;294.17;75.13;97.36;24.87;253.42;64.73;138.11;35.27;188.11;48.04;114.13;29.15;89.29;22.81;1;0;winner;e41493c6-0aba-4e4f-93d3-fff6d8f49709-players.csv
blue;vr8m;Steam;76561199062840258;4284;Fennec;575;880;1;4;3;7;2;2;33.33;294;59.44;2833;2358;475;32;43;548;416;132;6;11;42.83;180.21;20;714;183;1173;601250;399.62;69.49;153.66;26.72;21.76;3.78;250.68;43.59;261.3;45.44;63.07;10.97;11.95;0.15;79;560.8;560.8;2259;883;3866;482.1;83.84;92.94;16.16;417.32;72.57;157.72;27.43;340.61;59.23;138.92;24.16;95.51;16.61;0;0;loser;e4220de3-e72e-416c-9ee6-5bfa4de97fc8-players.csv
